address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zipcode
Address: 1765 15th Avenue,3.5,5,3114,1/5/2016,2250000,37.755478,-122.472504,Golden Gate Heights,8,SingleFamily,1981,94122
Address: 1243 Quesada Avenue,1,2,1250,1/5/2016,610000,37.728318,-122.383131,Bayview,7,SingleFamily,1927,94124
Address: 423 28th Street #201,2,3,1875,1/5/2016,1589000,37.744745,-122.43187,Noe Valley,7,Condominium,1981,94131
Address: 8200 Oceanview Terrace #204,1,1,688,1/5/2016,510000,37.71048,-122.467645,Ingleside Heights,3,Condominium,2002,94132
Address: 851 South Van Ness Avenue #104,2,2,1227,1/4/2016,641000,37.78352,-122.421356,Van Ness - Civic Center,3,Condominium,2002,94109
Address: 54 Marston Avenue,5,5,2500,1/4/2016,1650000,37.727716,-122.445802,Sunnyside,7,SingleFamily,1927,94112
Address: 2151 Laguna Street #2,2,3,2624,1/4/2016,4500000,37.791114,-122.429586,Pacific Heights,7,Condominium,1919,94115
Address: 28 Williams Avenue,2,2,1250,1/4/2016,660000,37.729497,-122.393183,Bayview,5,SingleFamily,1930,94124
Address: 304 Gold Mine Drive,3,5,2504,1/4/2016,1651000,37.740484,-122.438964,Diamond Heights,7,SingleFamily,1968,94131
Address: 180 7th Street #408,1,1,470,12/31/2015,550000,37.778082,-122.410082,South of Market,3,Condominium,1992,94103
Address: 961 San Bruno Avenue,2,2,1297,12/31/2015,980000,37.757433,-122.404508,Mission,6,SingleFamily,1927,94110
Address: 591 27th Avenue,1,2,900,12/31/2015,897000,37.778299,-122.486969,Central Richmond,4,SingleFamily,1915,94121
Address: 520 El Camino Del Mar,5.5,6,4840,12/31/2015,6100000,37.787975,-122.488862,Sea Cliff,12,SingleFamily,1926,94121
Address: 19 Bridgeview Drive,2,3,1092,12/31/2015,640000,37.7342,-122.394079,Silver Terrace,5,SingleFamily,1944,94124
Address: 446 Chenery Street,1,1,977,12/31/2015,1064000,37.736154,-122.429739,Glen Park,5,SingleFamily,1911,94131
Address: 114 Clearfield Drive,2,3,1790,12/31/2015,1350000,37.731595,-122.491148,Lakeshore,7,SingleFamily,1951,94132
Address: 1070 Green Street #1402,2.5,3,2017,12/31/2015,2600000,37.798792,-122.416797,Russian Hill,6,Condominium,1963,94133
Address: 1 Crescent Way #1402,2,2,1063,12/31/2015,660000,37.71085,-122.390182,Bayview,5,Condominium,2001,94134
Address: 181 Ofarrell Street #514,1.5,1,1080,12/30/2015,978000,37.78619,-122.40763,Downtown,5,MultiFamily2To4,2006,94102
Address: 355 1st Street #1503,1,1,795,1/3/2016,1124500,37.787029,-122.3936,South Beach,3,Condominium,2004,94105
Address: 355 1st Street #1602,2,2,1239,12/30/2015,1500000,37.787029,-122.393638,South Beach,4,MultiFamily2To4,2004,94105
Address: 2250 24th Street #319,1,2,809,12/30/2015,675000,37.753905,-122.40202,Potrero Hill,4,Condominium,1989,94107
Address: 638 19th Street #10,2.5,3,1467,12/30/2015,1525000,37.762084,-122.389007,Central Waterfront - Dogpatch,5,Condominium,2007,94107
Address: 270 Nevada Street,4,3,2371,12/30/2015,2075000,37.738665,-122.411652,Bernal Heights,6,SingleFamily,1900,94110
Address: 1988 Alemany Boulevard,1,3,1466,12/30/2015,860000,37.72044,-122.43969,Mission Terrace,7,SingleFamily,1939,94112
Address: 445 Persia Avenue,1,3,1435,12/30/2015,950000,37.721458,-122.432181,Excelsior,6,MultiFamily2To4,1955,94112
Address: 1145 Cayuga Avenue,1,3,1590,12/30/2015,1050000,37.719885,-122.441105,Mission Terrace,6,SingleFamily,1941,94112
Address: 95 Red Rock Way #202M,1,1,830,12/30/2015,670000,37.746339,-122.44152,Diamond Heights,3,Condominium,1972,94131
Address: 159 Glenview Drive,1,2,833,12/30/2015,760000,37.748824,-122.447752,Midtown Terrace,4,SingleFamily,1951,94131
Address: 1915 Diamond Street,3,4,2400,12/29/2015,1800000,37.742141,-122.435111,Glen Park,6,SingleFamily,1910,94131
Address: 201 Harrison Street #407,1,0,410,12/29/2015,525000,37.787585,-122.39048,South Beach,1,Condominium,1991,94105
Address: 81 Lansing Street #410,1,1,855,12/29/2015,778000,37.785651,-122.39403,South Beach,4,Condominium,1995,94105
Address: 1177 California Street #423,1,0,706,12/29/2015,738000,37.791089,-122.413658,Downtown,2,Condominium,1978,94108
Address: 2311 Scott Street #1,2,3,1986,12/29/2015,2720000,37.79137,-122.439704,Pacific Heights,7,MultiFamily2To4,1965,94115
Address: 430 Mangels Avenue,1,2,1200,12/29/2015,1100000,37.733308,-122.447346,Sunnyside,5,SingleFamily,1931,94127
Address: 179 Flood Avenue,4,4,1900,12/29/2015,1538000,37.729648,-122.4438,Sunnyside,8,SingleFamily,1924,94131
Address: 151 Everglade Drive,3,3,1858,12/29/2015,1400000,37.731504,-122.489116,Lakeshore,8,SingleFamily,1950,94132
Address: 1101 Pacific Avenue #302,2,2,1009,12/29/2015,1000000,37.795912,-122.413603,Nob Hill,4,Condominium,2000,94133
Address: 1015 Goettingen Street,2,3,1900,12/29/2015,880000,37.719474,-122.403272,Visitacion Valley,8,SingleFamily,1954,94134
Address: 400 Beale Street #2506,2,2,1215,12/28/2015,1198000,37.78691,-122.390925,South Beach,5,Condominium,2002,94105
Address: 178 Jules Avenue,1,3,1350,12/24/2015,821500,37.721438,-122.460928,Ingleside,6,SingleFamily,1946,94112
Address: 2801 Jackson Street #12,1,2,1330,12/24/2015,1418000,37.791415,-122.441445,Pacific Heights,5,Condominium,1906,94115
Address: 1442 Grove Street #A,1,1,593,12/24/2015,675000,37.775894,-122.440467,North Panhandle,4,Condominium,1890,94117
Address: 1667 34th Avenue,1,2,1350,12/24/2015,1050000,37.75601,-122.493047,Central Sunset,5,SingleFamily,1940,94122
Address: 382 Surrey Street,2.5,3,1625,12/24/2015,1900000,37.735936,-122.438508,Glen Park,6,SingleFamily,1966,94131
Address: 338 Spear Street #4C,1,1,799,12/23/2015,949000,37.789533,-122.390371,South Beach,4,Condominium,2009,94105
Address: 219 Brannan Street #1B,2,2,900,12/23/2015,1098000,37.782575,-122.390364,South Beach,4,Condominium,2000,94107
Address: 1562 22nd Street,2,3,2542,12/23/2015,1665000,37.757671,-122.396586,Potrero Hill,6,Condominium,2006,94107
Address: 1268 Lombard Street #2,2,3,1860,12/23/2015,3195000,37.801884,-122.422424,Russian Hill,5,Condominium,2013,94109
Address: 977 Guerrero Street,1,2,1440,12/23/2015,2000000,37.755558,-122.422897,Mission,6,Condominium,1900,94110
Address: 2670 San Jose Avenue,1,3,1001,12/23/2015,756000,37.714831,-122.451887,Oceanview,4,SingleFamily,1949,94112
Address: 2 Northwood Drive,2,3,1960,12/23/2015,1800000,37.72982,-122.456873,Westwood Park,6,SingleFamily,1924,94112
Address: 83 Seward Street,2,3,2650,12/23/2015,2100000,37.758694,-122.440807,Eureka Valley - Dolores Heights - Castro,8,SingleFamily,1929,94114
Address: 1059 Noe Street,2.5,3,2545,12/23/2015,2495000,37.752026,-122.431666,Noe Valley,8,SingleFamily,1912,94114
Address: 1310 Scott Street #40,2,3,1270,12/23/2015,958000,37.78228,-122.43682,Western Addition,6,Condominium,1986,94115
Address: 2287 43rd Avenue,2,3,1331,12/23/2015,968000,37.744054,-122.50182,Outer Parkside,5,SingleFamily,1941,94116
Address: 2195 28th Avenue,3,4,2260,12/23/2015,1350000,37.746487,-122.48589,Parkside,9,SingleFamily,1939,94116
Address: 2920 Anza Street,2,4,2102,12/23/2015,310000,37.778636,-122.479699,Central Richmond,11,SingleFamily,1920,94121
Address: 78 22nd Avenue,4.5,4,4017,12/23/2015,4300000,37.786394,-122.481641,Lake,11,SingleFamily,1907,94121
Address: 1727 29th Avenue,3.5,4,2580,12/23/2015,1880000,37.755068,-122.487595,Central Sunset,8,SingleFamily,1939,94122
Address: 1459 Thomas Avenue,3,6,1950,12/23/2015,655000,37.728719,-122.388835,Bayview,9,MultiFamily2To4,1900,94124
Address: 646 Los Palmos Drive,3,5,2956,12/23/2015,1360000,37.735214,-122.456586,Westwood Highlands,8,SingleFamily,1979,94127
Address: 1231 Bosworth Street,1,1,600,12/23/2015,899000,37.735495,-122.441225,Glen Park,4,SingleFamily,1910,94131
Address: 567 27th Street #3,2,3,1600,12/23/2015,1400000,37.746306,-122.432752,Noe Valley,5,Condominium,1989,94131
Address: 74 Newburg Street,2,4,1625,12/23/2015,2250000,37.745818,-122.434713,Noe Valley,10,SingleFamily,1941,94131
Address: 1381 Sanchez Street,3,4,2000,12/23/2015,2600000,37.747076,-122.428941,Noe Valley,7,SingleFamily,1900,94131
Address: 425 1st Street #802,2,2,1309,12/22/2015,1340000,37.786041,-122.392654,South Beach,4,Townhouse,2008,94105
Address: 4647 25th Street,2.5,3,2041,12/22/2015,1450000,37.749075,-122.441235,Noe Valley,7,Condominium,1978,94114
Address: 350 Eureka Street,2,4,1720,12/22/2015,2400000,37.756462,-122.438189,Eureka Valley - Dolores Heights - Castro,7,SingleFamily,1910,94114
Address: 3100 Washington Street #6,1,1,808,12/22/2015,825000,37.79053,-122.444565,Pacific Heights,3,Condominium,1964,94115
Address: 1880 Steiner Street #101,3,2,1332,12/22/2015,1350000,37.786575,-122.43472,Lower Pacific Heights,5,Condominium,1999,94115
Address: 3016 Sacramento Street,1.5,2,1408,12/22/2015,1853000,37.78897,-122.442995,Pacific Heights,5,Condominium,1890,94115
Address: 2007 46th Avenue,2,3,1300,12/22/2015,905000,37.749009,-122.505371,Outer Parkside,6,SingleFamily,1940,94116
Address: 2555 28th Avenue,2,4,1360,12/22/2015,1010000,37.739715,-122.485461,Parkside,7,SingleFamily,1910,94116
Address: 790 7th Avenue #104,1,2,560,12/22/2015,600000,37.773831,-122.464603,Inner Richmond,4,Condominium,1981,94118
Address: 2845 Noriega Street,2.5,3,2180,12/22/2015,1230000,37.75325,-122.494457,Central Sunset,6,SingleFamily,1947,94122
Address: 3835 Scott Street #105,1,1,1118,12/22/2015,1125000,37.805235,-122.442515,Marina,4,Condominium,1928,94123
Address: 6 Longview Court,1,2,939,12/22/2015,955000,37.748307,-122.449855,Midtown Terrace,4,SingleFamily,1958,94131
Address: 232 Bemis Street,1,2,1000,12/22/2015,1085000,37.736524,-122.431895,Glen Park,5,SingleFamily,1904,94131
Address: 87 Clearfield Drive,2,3,1386,12/22/2015,1360000,37.732345,-122.491719,Lakeshore,6,SingleFamily,1951,94132
Address: 23 Rodgers Street,1,1,538,12/21/2015,625000,37.775309,-122.409205,South of Market,3,Condominium,1908,94103
Address: 38 Bryant Street #606,1,1,582,12/21/2015,650000,37.787466,-122.38898,South Beach,2,Condominium,1994,94105
Address: 66 Cleary Court #1408,2,2,1106,12/21/2015,895000,37.784298,-122.427058,Western Addition,5,Condominium,1963,94109
Address: 130 Vienna Street,3,4,1853,12/21/2015,950000,37.726299,-122.426347,Excelsior,6,SingleFamily,1907,94112
Address: 1858 47th Avenue,2,3,1135,12/21/2015,895000,37.751825,-122.506072,Outer Sunset,5,SingleFamily,1958,94122
Address: 59 Rico Way,1.5,3,1675,12/21/2015,2550000,37.804909,-122.43965,Marina,6,SingleFamily,1925,94123
Address: 3001 Castro Street,3,4,2755,12/21/2015,1695000,37.735783,-122.432356,Glen Park,8,SingleFamily,1927,94131
Address: 601 Van Ness Avenue #78,2,2,952,12/18/2015,810000,37.781386,-122.421406,Van Ness - Civic Center,5,Condominium,1982,94102
Address: 270 Valencia Street #503,1,2,747,12/18/2015,890000,37.76852,-122.422592,Mission,3,Condominium,2005,94103
Address: 1177 California Street #702,1,1,511,12/18/2015,665000,37.791089,-122.413658,Downtown,2,Condominium,1978,94108
Address: 1438 Green Street #5A,2,2,1206,12/18/2015,1278000,37.798116,-122.42288,Russian Hill,4,Condominium,1998,94109
Address: 1080 Sutter Street #1001,2,3,1273,12/18/2015,1450000,37.788066,-122.418065,Downtown,4,Condominium,2014,94109
Address: 249 Mullen Avenue,2,2,1275,12/18/2015,1025000,37.746969,-122.407362,Bernal Heights,5,SingleFamily,1907,94110
Address: 1049 Dolores Street #4,1,2,904,12/18/2015,1266000,37.752658,-122.424819,Mission,3,Condominium,1960,94110
Address: 221 Flood Avenue,6,9,5000,12/18/2015,1405000,37.729648,-122.444867,Sunnyside,7,SingleFamily,1900,94112
Address: 533 Elizabeth Street,3,4,1744,12/18/2015,1880000,37.751929,-122.432815,Noe Valley,7,SingleFamily,1955,94114
Address: 419 Hill Street,2,3,2000,12/18/2015,2500000,37.755283,-122.430545,Eureka Valley - Dolores Heights - Castro,7,SingleFamily,1908,94114
Address: 2559 44th Avenue,1,2,1214,12/18/2015,625000,37.738891,-122.502597,Outer Parkside,5,SingleFamily,1945,94116
Address: 2178 22nd Avenue,3,3,1518,12/18/2015,1438000,37.747074,-122.478867,Parkside,6,SingleFamily,1928,94116
Address: 801 42nd Avenue,3,3,2730,12/18/2015,1460000,37.773449,-122.502803,Outer Richmond,8,SingleFamily,1923,94121
Address: 1700 14th Avenue,3,3,1756,12/18/2015,760000,37.756259,-122.470752,Golden Gate Heights,7,SingleFamily,1978,94122
Address: 1343 31st Avenue,2,3,1886,12/18/2015,1250000,37.762152,-122.490254,Central Sunset,6,SingleFamily,1934,94122
Address: 2601 Lawton Street,1,3,1450,12/18/2015,1250000,37.757201,-122.490916,Central Sunset,6,SingleFamily,1942,94122
Address: 1440 La Playa Street,2,3,1313,12/18/2015,1303500,37.759503,-122.508756,Outer Sunset,6,SingleFamily,1900,94122
Address: 2953 Broderick Street,2.5,2,1876,12/18/2015,3000000,37.797633,-122.444344,Cow Hollow,6,SingleFamily,1923,94123
Address: 27 Gaviota Way,3,3,2155,12/18/2015,1750000,37.739232,-122.44758,Miraloma Park,5,SingleFamily,1942,94127
Address: 5 Red Rock Way #75,2,3,1310,12/18/2015,900000,37.74598,-122.442612,Diamond Heights,6,Condominium,1964,94131
Address: 227 Delta Street,1,3,825,12/18/2015,642000,37.71541,-122.408311,Visitacion Valley,4,SingleFamily,1958,94134
Address: 156 Mary Teresa Street,2,2,1207,12/18/2015,800000,37.713792,-122.398735,Little Hollywood,4,Condominium,2008,94134
Address: 131 Brussels Street,3,4,2269,12/18/2015,1255000,37.730359,-122.406597,Portola,6,SingleFamily,1916,94134
Address: 557 Birch Street,3,3,1635,12/17/2015,1575000,37.777827,-122.42579,Hayes Valley,10,SingleFamily,2001,94102
Address: 643 Natoma Street,1,2,887,7/16/2014,725000,37.777526,-122.410789,South of Market,5,Condominium,1910,94103
Address: 281 Clinton Park,1,3,1532,12/17/2015,1300000,37.768856,-122.426261,Mission,6,Condominium,1916,94103
Address: 765 Market Street #31H,3,2,1434,12/17/2015,2800000,37.78622,-122.40431,Yerba Buena,5,Condominium,2001,94103
Address: 188 Minna Street #28B,2.5,2,1740,12/17/2015,2850000,37.786289,-122.401374,Yerba Buena,5,Condominium,2005,94105
Address: 540 Texas Street,4,2,1700,12/17/2015,2162500,37.759462,-122.39557,Potrero Hill,5,SingleFamily,1926,94107
Address: 437 London Street,1,2,900,12/17/2015,760000,37.722014,-122.435432,Excelsior,6,SingleFamily,1925,94112
Address: 528 Miramar Avenue,1,2,1328,12/17/2015,918000,37.726323,-122.457891,Westwood Park,5,SingleFamily,1919,94112
Address: 1326 Lyon Street,1.5,2,1300,12/17/2015,945000,37.783218,-122.444229,Lower Pacific Heights,5,Condominium,1906,94115
Address: 1480 Golden Gate Avenue,2.5,4,2151,12/17/2015,1809000,37.779426,-122.434875,Western Addition,8,Condominium,1900,94115
Address: 2076 14th Avenue,1,2,1374,12/17/2015,1280000,37.749428,-122.470497,Golden Gate Heights,6,SingleFamily,1941,94116
Address: 539 44th Avenue,1,2,1290,12/17/2015,998500,37.778322,-122.505364,Outer Richmond,6,SingleFamily,1922,94121
Address: 1555 21st Avenue,2,2,1204,12/17/2015,1100000,37.758688,-122.479261,Central Sunset,5,SingleFamily,1926,94122
Address: 1383 29th Avenue,2,4,1475,12/17/2015,1175000,37.761563,-122.488023,Central Sunset,7,SingleFamily,1941,94122
Address: 1783 Newcomb Avenue,1,2,1385,12/17/2015,680000,37.736956,-122.393362,Bayview,6,SingleFamily,1925,94124
Address: 1401 Shafter Avenue,2,2,1412,12/17/2015,755000,37.728789,-122.387291,Bayview,5,SingleFamily,1929,94124
Address: 142 Russ Street #5,2,2,2198,12/20/2015,1475000,37.778152,-122.407806,South of Market,4,Condominium,1999,94103
Address: 6 Mint Plaza #702A,3,3,1670,12/16/2015,2550000,37.78308,-122.407541,South of Market,6,Condominium,1900,94103
Address: 2080 3rd Street #8,2,1,998,12/17/2015,875000,37.763302,-122.3891,Central Waterfront - Dogpatch,3,Condominium,1998,94107
Address: 555 4th Street #513,2,2,1177,12/16/2015,1180000,37.779422,-122.396712,South of Market,5,Condominium,2006,94107
Address: 650 Delancey Street #203,2,2,1619,12/16/2015,2175000,37.782775,-122.389686,South Beach,3,Condominium,1996,94107
Address: 1945 Washington Street #411,1,1,653,12/16/2015,665000,37.792472,-122.425281,Pacific Heights,3,Condominium,1987,94109
Address: 1143 Naples Street,3,5,3034,12/16/2015,950000,37.712673,-122.436874,Crocker Amazon,9,SingleFamily,1920,94112
Address: 130 Shakespeare Street,14,7,1308,12/23/2015,1000000,37.708635,-122.462835,Outer Mission,7,SingleFamily,2015,94112
Address: 559 21st Avenue,1,2,1400,12/16/2015,1250000,37.77724,-122.480556,Central Richmond,5,SingleFamily,1918,94121
Address: 1706 12th Avenue,2,4,1861,12/16/2015,1500000,37.75624,-122.468725,Inner Sunset,8,SingleFamily,1938,94122
Address: 71 Los Palmos Drive,1.5,3,1278,12/16/2015,1080000,37.734774,-122.447415,Miraloma Park,6,SingleFamily,1955,94127
Address: 344 Moncada Way,1,2,1778,12/16/2015,1415000,37.729763,-122.469902,Ingleside Terrace,6,SingleFamily,1925,94127
Address: 15 Santa Clara Avenue,2,5,2515,12/16/2015,2000000,37.739074,-122.465767,St. Francis Wood,7,SingleFamily,1921,94127
Address: 2576 Diamond Street,2,2,878,12/16/2015,1265000,37.737683,-122.43496,Glen Park,5,SingleFamily,1906,94131
Address: 163 Monterey Boulevard,2,3,1476,12/16/2015,1281000,37.731291,-122.438902,Sunnyside,5,SingleFamily,1939,94131
Address: 455 Vallejo Street #111,1,1,825,12/16/2015,875000,37.798796,-122.404766,Telegraph Hill,3,Condominium,1973,94133
Address: 333 1st Street #2103,1,1,713,12/15/2015,1029000,37.787029,-122.393638,South Beach,3,Condominium,2004,94105
Address: 260 King Street #421,1,1,695,12/15/2015,731000,37.777641,-122.393417,South of Market,3,Condominium,2004,94107
Address: 1177 California Street #501,1,1,884,12/15/2015,900000,37.791089,-122.413658,Downtown,3,Condominium,1978,94108
Address: 1896 Pacific Avenue #802,2.5,2,2272,12/17/2014,2735000,37.794706,-122.426347,Pacific Heights,6,Condominium,1924,94109
Address: 1250 Jones Street #802,1,1,1115,12/15/2015,1680000,37.793071,-122.414049,Nob Hill,5,Condominium,1929,94109
Address: 1807 Jones Street,2,2,1467,12/15/2015,1700000,37.79792,-122.415745,Russian Hill,5,Condominium,1922,94109
Address: 1248 Utah Street,4,4,2770,12/15/2015,2500000,37.753647,-122.405683,Mission,8,SingleFamily,1915,94110
Address: 2294 42nd Avenue,2,3,1650,12/15/2015,1060000,37.743988,-122.500211,Outer Parkside,7,SingleFamily,1946,94116
Address: 2771 38th Avenue,2,3,1655,12/15/2015,1175000,37.735233,-122.495898,Outer Parkside,7,SingleFamily,1948,94116
Address: 544 Waller Street #1,3,3,1312,12/15/2015,1900000,37.771145,-122.43275,Hayes Valley,5,Condominium,1983,94117
Address: 699 36th Avenue #408,3,3,1639,12/15/2015,925000,37.775999,-122.49655,Outer Richmond,7,SingleFamily,1997,94121
Address: 16 Miraloma Drive,4,6,4883,12/15/2015,2700000,37.739831,-122.460533,St. Francis Wood,11,SingleFamily,1928,94127
Address: 155 Arbor Street,1,3,1550,12/15/2015,1080000,37.736967,-122.437193,Glen Park,6,SingleFamily,1937,94131
Address: 2212 Castro Street,4,4,4017,12/15/2015,3595000,37.743817,-122.433688,Noe Valley,10,SingleFamily,2007,94131
Address: 1821 Grant Avenue #101,1,1,1048,12/15/2015,835000,37.803748,-122.408531,Telegraph Hill,2,Condominium,1975,94133
Address: 1132 Goettingen Street,2.5,4,1586,12/15/2015,850000,37.717968,-122.403125,Visitacion Valley,6,SingleFamily,1947,94134
Address: 130 Langton Street #A,1.5,2,1000,12/14/2015,750000,37.77576,-122.40796,South of Market,3,Condominium,1906,94103
Address: 760 Treat Avenue #1,2,3,1275,12/14/2015,1530000,37.75797,-122.413821,Mission,5,Condominium,1900,94110
Address: 720 Clipper Street,4,5,3202,12/14/2015,1500000,37.748866,-122.440925,Noe Valley,11,MultiFamily2To4,1976,94114
Address: 2820 Jackson Street,3.5,5,3212,12/14/2015,4000000,37.791799,-122.44168,Pacific Heights,12,SingleFamily,1900,94115
Address: 1327 Cabrillo Street,1,3,1755,12/14/2015,1285000,37.774707,-122.472938,Central Richmond,6,Condominium,1922,94118
Address: 783 La Playa Street #2,1,1,667,12/14/2015,535000,37.77369,-122.51034,Outer Richmond,3,Condominium,1991,94121
Address: 1526 45th Avenue,2,2,1400,12/14/2015,925000,37.75806,-122.504358,Outer Sunset,8,SingleFamily,1916,94122
Address: 469 Clementina Street #12,1,1,600,12/11/2015,650000,37.779336,-122.405351,South of Market,3,Condominium,1993,94103
